-42,40,59,-16,49,4,88,16,60,4484810,2,squat
-18,-6,118,-16,60,-5,65,27,19,4485122,2,squat
-45,-15,111,-15,61,-5,-47,-4,-13,4485434,2,squat
-26,36,79,-15,52,-1,-61,-30,-42,4485746,2,squat
-19,66,41,-14,44,11,-69,-25,-63,4486058,2,squat
7,92,14,-7,40,22,-27,-2,-24,4486370,2,squat
8,99,17,-6,40,23,-3,4,-5,4486682,2,squat
12,93,12,-6,40,23,0,8,-3,4486994,2,squat
13,94,6,-6,39,23,-3,3,3,4487306,2,squat
9,85,12,-8,40,23,3,6,16,4487618,2,squat
0,97,1,-9,42,26,-1,2,11,4487930,2,squat
-17,93,-4,-11,43,24,-9,-12,-1,4488242,2,squat
-9,100,0,-10,42,25,-1,5,-7,4488554,2,squat
3,98,-8,-9,42,24,4,20,-10,4488866,2,squat
6,104,12,-8,41,24,3,-18,-3,4489178,2,squat
7,102,9,-7,41,26,-19,0,-9,4489490,2,squat
8,94,-4,-6,41,27,-8,-9,5,4489802,2,squat
-4,94,-14,-7,42,28,5,13,9,4490114,2,squat
5,100,-3,-8,42,26,-2,0,-1,4490426,2,squat
0,96,-4,-8,42,27,0,4,0,4490738,2,squat
-15,99,-6,-8,42,27,-2,-14,-1,4491050,2,squat
-5,99,-5,-8,42,28,-3,-1,-3,4491362,2,squat
-2,97,-9,-8,41,27,1,-3,0,4491674,2,squat
10,92,-9,-8,41,29,-9,2,-11,4491986,2,squat
15,97,-8,-7,42,29,8,3,5,4492298,2,squat
0,99,-12,-8,41,26,3,1,1,4492610,2,squat
5,98,-4,-8,41,25,19,-6,7,4492922,2,squat
-2,97,13,-8,41,24,18,10,1,4493234,2,squat
-8,93,19,-8,40,21,5,-12,8,4493546,2,squat
-8,99,18,-8,41,21,-2,-7,-2,4493858,2,squat
