-30,52,-100,6,40,46,-99,-3,32,2377496,4,6,bicep curl
-37,-3,-95,2,57,54,-86,18,34,2377808,4,6,bicep curl
-29,-76,-60,3,72,49,-82,-2,38,2378120,4,6,bicep curl
3,-95,-30,10,79,38,-62,10,41,2378432,4,6,bicep curl
10,-82,23,18,78,21,-126,-47,87,2378744,4,6,bicep curl
44,-33,29,25,71,18,183,-5,-71,2379056,4,6,bicep curl
34,-93,-43,16,72,39,143,37,-82,2379368,4,6,bicep curl
-15,15,-108,9,55,51,153,1,-50,2379680,4,6,bicep curl
-21,89,-63,9,34,39,106,7,-17,2379992,4,6,bicep curl
-26,86,-52,11,28,25,-7,14,11,2380304,4,6,bicep curl
-29,93,-61,10,31,32,-88,-9,9,2380616,4,6,bicep curl
-25,39,-99,7,43,48,-104,5,32,2380928,4,6,bicep curl
-24,-27,-99,5,62,52,-91,-9,22,2381240,4,6,bicep curl
-17,-69,-72,9,72,47,-61,-16,31,2381552,4,6,bicep curl
-1,-88,-42,11,78,38,-68,6,13,2381864,4,6,bicep curl
4,-89,-7,15,80,24,-90,2,44,2382176,4,6,bicep curl
20,-57,27,21,76,20,210,73,-77,2382488,4,6,bicep curl
-15,-14,-92,5,65,52,148,15,-109,2382800,4,6,bicep curl
-30,69,-88,8,41,45,168,33,-54,2383112,4,6,bicep curl
-38,90,-57,11,27,25,32,-4,-4,2383424,4,6,bicep curl
-7,90,-42,10,28,25,-2,-2,6,2383736,4,6,bicep curl
-28,78,-90,9,31,35,-133,-19,24,2384048,4,6,bicep curl
-27,32,-112,8,51,50,-136,-8,18,2384360,4,6,bicep curl
5,-61,-88,11,73,44,-163,-28,36,2384672,4,6,bicep curl
2,-53,30,20,77,13,-173,54,70,2384984,4,6,bicep curl
2,-69,14,16,79,28,184,1,-159,2385296,4,6,bicep curl
-28,25,-109,0,60,54,136,-14,-107,2385608,4,6,bicep curl
-42,82,-90,5,37,43,137,-22,-34,2385920,4,6,bicep curl
-9,94,-58,12,27,22,54,-23,-4,2386232,4,6,bicep curl
-22,88,-51,11,28,23,-91,28,12,2386544,4,6,bicep curl
-39,63,-92,5,41,46,-139,-21,26,2386856,4,6,bicep curl
-9,-22,-92,5,62,52,-41,49,46,2387168,4,6,bicep curl
-19,-29,-70,4,65,53,20,-3,11,2387480,4,6,bicep curl
-25,-46,-92,6,64,52,-11,-1,4,2387792,4,6,bicep curl
-18,-39,-81,6,68,50,-49,9,14,2388104,4,6,bicep curl
