0,97,-10,-9,37,40,-1,-1,-1,1575122,4,5,squat
4,96,-11,-9,38,39,2,7,0,1575434,4,5,squat
3,98,-7,-10,38,39,0,-2,3,1575746,4,5,squat
-4,96,-15,-11,37,38,9,26,13,1576058,4,5,squat
-11,99,-4,-11,36,37,6,-13,7,1576370,4,5,squat
-39,87,-10,-14,35,34,7,-69,7,1576682,4,5,squat
-7,84,31,-14,35,32,40,48,21,1576994,4,5,squat
2,99,56,-19,35,25,26,50,48,1577306,4,5,squat
-30,85,57,-22,37,24,-8,-6,-6,1577618,4,5,squat
-43,81,16,-17,33,26,-7,-77,-48,1577930,4,5,squat
-18,95,12,-12,34,34,-48,29,-30,1578242,4,5,squat
-1,93,-13,-11,36,38,-21,-30,-17,1578554,4,5,squat
-9,93,-10,-10,37,39,14,28,-1,1578866,4,5,squat
-9,95,5,-10,37,37,23,1,24,1579178,4,5,squat
-20,82,2,-12,36,36,24,-27,24,1579490,4,5,squat
-30,98,-5,-11,34,38,-5,-4,1,1579802,4,5,squat
-8,96,-2,-9,34,40,0,-1,-3,1580114,4,5,squat
-8,94,-7,-11,36,39,0,29,2,1580426,4,5,squat
-35,100,-11,-13,37,36,18,-52,6,1580738,4,5,squat
-49,94,-11,-12,36,38,-5,-33,-19,1581050,4,5,squat
-16,87,-6,-9,38,40,-1,56,11,1581362,4,5,squat
-4,133,-3,-13,38,38,-62,-33,-34,1581674,4,5,squat
-37,90,-18,-11,39,39,-5,29,10,1581986,4,5,squat
-3,77,-13,-16,35,34,57,50,55,1582298,4,5,squat
-35,105,38,-18,34,27,-1,28,-8,1582610,4,5,squat
-23,88,17,-15,34,31,-43,-7,-33,1582922,4,5,squat
-15,95,7,-9,36,38,-21,30,-34,1583234,4,5,squat
10,92,-25,-10,40,40,5,-47,13,1583546,4,5,squat
-7,95,-10,-8,39,39,6,-6,4,1583858,4,5,squat
-2,88,-7,-9,38,39,9,0,9,1584170,4,5,squat
26,79,18,-12,34,35,78,-13,48,1584482,4,5,squat
-38,114,33,-15,32,29,-18,24,-1,1584794,4,5,squat
-16,82,23,-13,34,32,-40,-7,-30,1585106,4,5,squat
-3,98,0,-11,36,36,-34,-12,-13,1585418,4,5,squat
-12,91,-10,-10,37,38,-18,-25,-15,1585730,4,5,squat
-4,98,-14,-9,39,41,-8,5,-2,1586042,4,5,squat
-3,98,-10,-9,39,40,1,7,-1,1586354,4,5,squat
-20,99,-13,-7,39,39,10,2,-2,1586666,4,5,squat
