-30,91,5,-7,15,-16,0,-3,0,156680,1,bicep curl
-28,92,5,-6,16,-15,-1,1,-1,156992,1,bicep curl
-29,92,5,-6,15,-15,-1,1,-1,157304,1,bicep curl
-28,92,5,-6,15,-15,-1,-2,1,157616,1,bicep curl
-30,95,5,-6,15,-14,-2,4,0,157928,1,bicep curl
-30,93,7,-7,16,-15,1,0,0,158240,1,bicep curl
-28,93,9,-7,15,-15,2,-2,0,158552,1,bicep curl
-29,89,8,-7,15,-15,-2,-3,-1,158864,1,bicep curl
-28,93,4,-8,16,-15,-1,-1,-1,159176,1,bicep curl
-29,91,6,-7,16,-15,0,-1,0,159488,1,bicep curl
-30,92,4,-7,16,-15,-1,-3,0,159800,1,bicep curl
-30,87,5,-8,17,-16,0,-1,1,160112,1,bicep curl
-37,100,-1,-8,16,-16,-6,-3,-2,160424,1,bicep curl
-33,88,1,-8,17,-15,-1,-2,-1,160736,1,bicep curl
-30,90,1,-9,17,-16,2,-17,1,161048,1,bicep curl
-33,92,2,-9,16,-16,0,-2,-1,161360,1,bicep curl
-32,88,3,-10,17,-17,3,0,-3,161776,1,bicep curl
-29,91,4,-9,17,-17,2,-2,0,162088,1,bicep curl
-34,94,3,-9,17,-16,-4,8,-3,162400,1,bicep curl
-28,93,1,-9,17,-16,-1,-3,0,162712,1,bicep curl
-29,89,14,-8,17,-17,10,-4,-4,163024,1,bicep curl
-24,91,13,-8,18,-18,-3,9,-2,163440,1,bicep curl
-27,94,9,-8,18,-17,0,-10,5,163752,1,bicep curl
-31,92,8,-8,18,-17,-1,-1,1,164064,1,bicep curl
-31,91,8,-9,17,-17,-1,-1,-1,164376,1,bicep curl
-29,91,8,-8,18,-18,0,0,0,164688,1,bicep curl
-29,91,8,-9,17,-18,-1,-2,1,165000,1,bicep curl
-29,91,8,-8,17,-18,-1,-2,0,165312,1,bicep curl
-28,91,8,-9,17,-17,0,0,0,165624,1,bicep curl
-30,91,8,-9,18,-17,-1,-2,0,165936,1,bicep curl
-29,92,8,-9,17,-17,0,0,0,166248,1,bicep curl
-27,92,9,-8,18,-18,0,1,1,166560,1,bicep curl
-27,91,9,-8,17,-16,0,-2,0,166872,1,bicep curl
-29,91,8,-9,17,-17,-1,0,0,167184,1,bicep curl
-29,91,8,-9,17,-17,0,-3,1,167496,1,bicep curl
-29,92,8,-8,18,-16,0,-2,0,167808,1,bicep curl
-27,92,8,-8,17,-16,-1,1,0,168120,1,bicep curl
-28,91,8,-8,17,-17,0,-1,0,168536,1,bicep curl
-29,92,7,-9,18,-16,-1,-1,0,168848,1,bicep curl
-30,92,7,-8,18,-17,-1,-1,0,169160,1,bicep curl
-28,92,8,-8,18,-16,-1,-2,0,169472,1,bicep curl
-26,91,9,-8,18,-19,-1,-2,0,169784,1,bicep curl
-29,91,8,-8,17,-17,-1,-2,0,170096,1,bicep curl
-30,92,7,-9,18,-18,0,-2,0,170512,1,bicep curl
-29,91,8,-8,18,-18,-1,-2,0,170824,1,bicep curl
-30,92,7,-8,18,-17,0,-2,0,171136,1,bicep curl
-29,91,8,-8,18,-18,1,-1,2,171448,1,bicep curl
-31,90,7,-9,18,-17,-1,1,1,171760,1,bicep curl
-16,86,14,-7,18,-17,6,37,-19,172072,1,bicep curl
-20,94,14,-6,17,-18,1,-3,4,172384,1,bicep curl
-29,89,10,-7,18,-18,0,-3,2,172696,1,bicep curl
-26,92,10,-6,18,-18,-2,1,-2,173008,1,bicep curl
-24,93,10,-6,17,-17,-4,-2,2,173424,1,bicep curl
-26,92,10,-7,18,-18,0,0,-1,173736,1,bicep curl
