-38,70,-48,5,35,41,-17,3,-25,214636,1,5,bicep curl
-36,69,-66,6,40,44,-19,-4,12,214948,1,5,bicep curl
-33,49,-72,7,41,46,7,-13,22,215260,1,5,bicep curl
-27,65,-80,11,37,40,25,-37,23,215572,1,5,bicep curl
-33,78,-58,11,31,33,45,13,12,215884,1,5,bicep curl
-42,77,-37,10,27,29,31,10,-20,216196,1,5,bicep curl
-22,88,-24,12,27,27,-3,14,-2,216508,1,5,bicep curl
-23,92,-25,11,28,28,4,4,-1,216820,1,5,bicep curl
-31,87,-40,12,27,29,-2,-5,13,217132,1,5,bicep curl
-40,89,-30,10,27,30,-29,10,-1,217444,1,5,bicep curl
-34,71,-48,7,32,37,-13,0,14,217756,1,5,bicep curl
-31,91,-38,7,30,34,17,12,-16,218068,1,5,bicep curl
-30,93,-27,9,28,32,24,6,-6,218380,1,5,bicep curl
-29,89,-27,9,27,29,-3,2,1,218692,1,5,bicep curl
-33,85,-21,8,27,30,-6,-9,2,219004,1,5,bicep curl
-35,87,-24,9,27,29,4,-2,0,219316,1,5,bicep curl
-29,91,-24,9,27,30,4,2,-2,219628,1,5,bicep curl
-31,91,-24,9,27,29,-6,-2,2,219940,1,5,bicep curl
-32,95,-26,9,27,30,-24,-12,5,220252,1,5,bicep curl
-31,83,-28,8,28,32,1,-9,-4,220564,1,5,bicep curl
-19,82,-29,10,28,29,20,-6,3,220876,1,5,bicep curl
-32,89,-32,10,28,30,-11,-13,0,221188,1,5,bicep curl
-30,69,-47,10,30,35,-28,-5,17,221500,1,5,bicep curl
-30,82,-54,11,29,33,22,0,-27,221812,1,5,bicep curl
-42,76,-69,8,33,38,-78,-27,59,222124,1,5,bicep curl
-50,16,-91,0,47,50,-93,0,46,222436,1,5,bicep curl
-32,-19,-52,-2,60,54,4,33,-10,222748,1,5,bicep curl
-52,25,-106,0,45,49,99,-8,-60,223060,1,5,bicep curl
-43,79,-72,7,33,37,52,9,-32,223372,1,5,bicep curl
-21,95,-26,11,28,30,23,24,-15,223684,1,5,bicep curl
-25,86,-29,10,28,29,2,-3,0,223996,1,5,bicep curl
-40,92,-60,11,29,31,-75,-25,26,224308,1,5,bicep curl
-40,39,-95,5,44,46,-123,-8,66,224620,1,5,bicep curl
-40,-38,-78,1,64,51,-78,17,38,224932,1,5,bicep curl
-24,-75,-44,3,76,45,-58,10,30,225244,1,5,bicep curl
