47,51,-73,15,37,21,47,-18,-9,1010051,1,4,bicep curl
63,67,-58,16,38,17,20,21,-4,1010363,1,4,bicep curl
65,46,-65,14,34,8,-58,-234,54,1010675,1,4,bicep curl
38,91,5,3,27,9,-45,-147,19,1010987,1,4,bicep curl
29,90,18,1,29,15,-6,4,0,1011299,1,4,bicep curl
37,87,17,0,29,14,4,19,-1,1011611,1,4,bicep curl
33,88,12,1,28,13,0,12,0,1011923,1,4,bicep curl
45,79,-18,5,29,7,66,178,-21,1012235,1,4,bicep curl
63,73,-46,11,33,7,46,146,-24,1012547,1,4,bicep curl
48,78,-40,14,35,11,20,37,-8,1012859,1,4,bicep curl
38,80,-47,15,35,12,2,6,1,1013171,1,4,bicep curl
36,82,-41,14,36,12,-2,2,-1,1013483,1,4,bicep curl
40,80,-46,14,36,13,-3,2,-1,1013795,1,4,bicep curl
52,70,-70,15,38,18,-52,24,-33,1014107,1,4,bicep curl
54,23,-91,20,49,26,-101,-12,-71,1014419,1,4,bicep curl
53,-47,-74,19,63,24,-100,12,-66,1014731,1,4,bicep curl
22,-79,-27,15,72,15,-63,4,-52,1015043,1,4,bicep curl
7,-78,-21,13,74,15,89,-21,44,1015355,1,4,bicep curl
45,-50,-84,18,68,25,81,16,49,1015667,1,4,bicep curl
49,1,-94,19,56,28,73,-2,50,1015979,1,4,bicep curl
47,41,-86,18,43,25,46,-3,33,1016291,1,4,bicep curl
37,65,-68,15,39,20,38,-16,23,1016603,1,4,bicep curl
56,49,-93,14,39,20,-64,1,-41,1016915,1,4,bicep curl
54,11,-88,19,52,28,-102,-7,-65,1017227,1,4,bicep curl
47,-57,-76,19,64,25,-92,6,-62,1017539,1,4,bicep curl
12,-65,-5,15,72,19,39,-4,19,1017851,1,4,bicep curl
43,-62,-83,19,65,26,82,3,41,1018163,1,4,bicep curl
43,-8,-104,20,56,29,71,-12,40,1018475,1,4,bicep curl
52,31,-85,18,47,28,50,-8,33,1018787,1,4,bicep curl
39,58,-76,17,41,23,35,-3,19,1019099,1,4,bicep curl
34,73,-62,15,37,19,13,-4,13,1019411,1,4,bicep curl
45,63,-84,16,40,22,-68,8,-49,1019723,1,4,bicep curl
54,2,-99,20,52,27,-102,-14,-66,1020035,1,4,bicep curl
38,-56,-61,19,67,22,-80,4,-55,1020347,1,4,bicep curl
20,-71,-20,16,72,18,-8,0,-8,1020659,1,4,bicep curl
35,-67,-73,18,68,23,75,4,45,1020971,1,4,bicep curl
45,-20,-84,20,59,29,63,-1,42,1021283,1,4,bicep curl
53,24,-88,19,49,28,51,7,40,1021595,1,4,bicep curl
47,50,-80,17,43,23,36,1,23,1021907,1,4,bicep curl
37,68,-67,15,39,19,28,-13,18,1022219,1,4,bicep curl
42,70,-62,13,37,17,-27,14,-14,1022531,1,4,bicep curl
54,33,-89,18,47,25,-99,-17,-73,1022843,1,4,bicep curl
57,-27,-78,20,63,23,-90,-1,-72,1023155,1,4,bicep curl
23,-74,-30,16,71,17,-73,14,-52,1023467,1,4,bicep curl
25,-79,-51,17,70,20,73,-1,43,1023779,1,4,bicep curl
43,-38,-85,20,63,27,62,6,44,1024091,1,4,bicep curl
49,3,-87,20,53,28,48,2,36,1024403,1,4,bicep curl
44,34,-76,18,46,26,38,5,24,1024715,1,4,bicep curl
43,58,-79,16,41,23,28,-1,17,1025027,1,4,bicep curl
22,74,-49,14,38,19,33,-1,20,1025339,1,4,bicep curl
51,55,-90,16,41,22,-87,4,-63,1025651,1,4,bicep curl
55,-8,-94,20,54,27,-96,-10,-64,1025963,1,4,bicep curl
33,-64,-44,18,67,21,-97,10,-70,1026275,1,4,bicep curl
19,-82,-33,17,71,19,73,-7,42,1026587,1,4,bicep curl
38,-55,-84,20,64,24,64,-2,47,1026899,1,4,bicep curl
50,-17,-79,20,56,30,43,28,32,1027211,1,4,bicep curl
54,15,-84,19,49,28,43,9,22,1027523,1,4,bicep curl
42,40,-85,17,45,27,33,-1,17,1027835,1,4,bicep curl
37,59,-75,15,40,21,28,-11,23,1028147,1,4,bicep curl
48,73,-63,14,37,17,-13,17,2,1028459,1,4,bicep curl
50,42,-96,18,45,24,-102,-7,-74,1028771,1,4,bicep curl
50,-30,-83,20,60,26,-101,-14,-63,1029083,1,4,bicep curl
22,-67,-26,17,70,18,-61,13,-43,1029395,1,4,bicep curl
