-54,76,-30,-6,42,32,0,0,-1
-54,76,-29,-5,42,33,0,1,-1
-53,76,-29,-5,42,32,-1,0,1
-77,63,-34,-6,44,34,-20,-3,50
-85,28,-47,-10,52,35,-34,0,97
-79,-35,-43,-11,66,36,-38,5,87
-47,-74,-38,-4,74,33,-54,-5,79
-29,-80,-12,-2,75,31,41,4,-57
-77,-51,-47,-8,70,36,40,5,-64
-83,-24,-53,-10,64,37,24,1,-45
-84,5,-50,-11,58,36,20,1,-44
-82,33,-49,-11,53,36,18,2,-41
-63,54,-39,-8,47,35,15,6,-48
-88,61,-50,-8,47,34,-25,-1,59
-86,8,-51,-11,59,37,-44,9,104
-69,-60,-41,-8,71,37,-53,-5,89
-27,-89,-11,-1,76,31,-22,-2,27
-60,-74,-38,-5,74,34,52,-2,-73
-80,-44,-46,-10,67,35,32,1,-47
-90,-3,-59,-11,60,36,24,-3,-47
-81,27,-50,-10,53,37,14,1,-42
-73,51,-44,-9,48,37,13,9,-38
-56,75,-35,-7,45,36,6,3,-30
-80,58,-48,-8,46,36,-22,-1,73
-88,9,-52,-11,57,37,-44,5,95
-75,-56,-37,-8,70,35,-53,-3,97
-22,-83,-10,0,77,31,-29,6,50
-53,-83,-31,-4,75,33,44,3,-72
-71,-53,-39,-9,70,37,28,-5,-52
-86,-21,-56,-10,65,36,22,-3,-45
-86,7,-58,-11,58,36,20,-3,-43
-80,34,-51,-10,53,37,12,4,-37
-70,53,-43,-9,48,35,11,5,-32
-82,72,-44,-7,46,35,-3,-1,-17
-85,43,-51,-10,52,35,-29,-5,97
-85,-26,-48,-11,65,36,-46,-2,116
-44,-66,-30,-4,76,32,-58,7,85
-29,-74,-15,-1,76,31,50,1,-73
-83,-55,-49,-8,70,35,38,-1,-67
-88,-16,-55,-10,63,37,19,-6,-49
-80,15,-54,-11,57,37,15,1,-41
-78,41,-53,-10,52,36,16,-1,-35
-65,64,-43,-8,47,36,15,6,-40
-84,57,-47,-8,47,35,-25,2,55
-92,12,-52,-12,57,36,-35,3,95
-76,-43,-44,-10,70,36,-62,8,96
-24,-92,-4,-2,78,31,-13,1,39
-49,-81,-30,-5,76,32,44,-7,-58
-73,-55,-46,-8,71,35,26,1,-50
-87,-19,-52,-10,65,37,23,-3,-50
-87,18,-55,-11,58,36,20,-4,-48
-75,42,-49,-10,52,35,15,4,-38
-61,64,-39,-8,48,35,14,6,-40
-76,62,-49,-8,47,36,-20,-2,58
-91,18,-56,-11,57,36,-42,-2,98
-73,-38,-50,-8,71,35,-73,12,102
-22,-92,-5,-1,78,30,-17,-13,39
-53,-76,-31,-3,76,32,42,3,-67
-79,-39,-51,-9,71,35,31,-3,-67
-87,0,-55,-12,62,36,21,-5,-51
-84,24,-50,-12,56,36,18,-1,-35
-75,46,-48,-10,51,35,11,0,-37
-68,62,-40,-9,47,35,8,9,-30
-73,72,-45,-8,45,35,-4,-19,3
-72,42,-49,-10,51,37,-27,-3,101
-94,-21,-50,-12,64,37,-71,6,102
-42,-69,-13,-4,77,31,-43,-3,75
-44,-81,-22,-3,76,31,46,2,-49
-68,-64,-37,-8,73,34,29,8,-63
-87,-21,-48,-12,66,36,24,-2,-56
-89,13,-48,-13,59,35,21,3,-53
-83,40,-43,-12,52,36,12,-3,-39
-75,59,-39,-11,48,34,11,3,-34
-69,75,-33,-9,45,35,-4,-13,1
-78,44,-44,-11,51,36,-21,-8,97
-87,-15,-49,-12,64,37,-51,2,97
-53,-65,-22,-7,75,34,-60,12,80
-32,-95,-4,0,78,29,7,-10,-7
-56,-71,-31,-5,76,33,47,9,-62
-85,-35,-48,-11,70,36,24,2,-60
-88,1,-45,-13,61,36,19,-5,-56
-88,32,-47,-12,55,37,15,-1,-37
-74,52,-43,-11,51,35,8,4,-25
-67,64,-38,-10,48,36,9,-1,-23
-69,68,-44,-9,46,34,-1,-15,7
-88,36,-47,-11,51,36,-23,-10,88
-84,-8,-55,-13,62,37,-53,10,86
-64,-68,-38,-7,75,34,-47,1,79
-26,-86,-5,0,79,28,-19,-5,46
-20,-90,-6,2,77,29,41,27,-54
-65,-71,-36,-7,75,32,36,1,-67
-84,-36,-44,-11,69,35,28,-7,-54
-88,-2,-50,-12,63,36,20,-3,-49
-84,25,-49,-12,57,36,16,-6,-35
-76,48,-45,-11,50,35,11,3,-38
-67,62,-39,-10,47,35,10,5,-34
-71,74,-38,-8,44,34,-2,-6,5
-80,55,-55,-11,50,35,-26,-5,85
-91,-8,-42,-12,61,36,-41,-3,81
-77,-45,-45,-10,70,36,-44,4,59
-53,-81,-26,-5,77,31,-36,6,46
-28,-89,-4,-1,80,28,-24,-4,27
-24,-92,1,1,80,26,31,5,-22
-57,-71,-38,-5,77,32,47,-5,-71
-83,-39,-46,-11,70,35,29,-5,-66
-91,8,-52,-13,62,36,24,-2,-67
-87,41,-49,-12,53,36,9,3,-48
-57,69,-34,-11,47,35,12,11,-49
-60,81,-32,-10,43,33,2,11,-12
-48,77,-23,-11,44,32,-2,15,8
-65,75,-32,-11,45,33,-4,3,11
-89,61,-35,-13,47,33,-1,26,9
-80,62,-7,-17,50,30,7,37,33
-70,50,10,-22,52,26,0,17,-17
-74,61,10,-20,48,27,8,5,0
-76,59,10,-20,48,26,0,-3,5
-73,62,16,-20,49,25,0,2,-1
-91,51,10,-20,48,24,-9,14,-18
-70,67,20,-21,48,23,7,2,0
