-40,53,-84,6,39,46,-59,6,31
-36,19,-98,2,49,52,-63,1,28
-48,-32,-84,1,61,53,-67,2,41
-37,-65,-71,3,71,49,-38,-8,26
-11,-88,-48,6,76,44,-47,-4,31
-8,-87,-34,8,77,43,46,10,-14
-26,-64,-75,2,69,51,66,21,-35
-46,-22,-93,1,58,54,62,8,-44
-50,11,-105,3,47,52,44,5,-32
-41,52,-73,6,39,47,50,-8,-20
-25,78,-65,9,33,38,40,8,-15
-31,77,-42,7,33,34,25,12,-7
-33,89,-45,4,35,33,-16,-7,4
-35,72,-75,8,33,40,-75,-13,29
-38,33,-87,5,44,50,-68,-2,36
-30,-20,-95,4,58,51,-81,-6,30
-23,-66,-69,5,70,48,-54,-1,22
-13,-89,-44,7,77,44,-39,15,19
-11,-88,-24,9,79,40,35,10,-5
-26,-64,-67,4,70,50,73,1,-40
-41,-20,-102,3,58,53,72,-20,-44
-53,19,-98,5,48,51,54,-18,-35
-31,52,-84,7,38,45,65,0,-22
-29,86,-63,10,33,36,45,25,-15
-84,57,-66,-1,32,36,2,22,-8
-36,85,-34,2,33,38,-9,-8,6
-42,74,-79,7,32,40,-72,-44,35
-36,31,-102,5,45,50,-104,7,42
-39,-25,-90,2,59,54,-74,10,33
-20,-72,-65,4,73,49,-72,-3,34
-6,-98,-30,8,79,39,-53,-13,32
-12,-89,-31,10,79,39,83,25,-25
-17,-60,-54,3,67,52,84,0,-57
-53,0,-83,5,52,52,67,-19,-51
-28,45,-91,9,40,46,54,10,-16
-28,64,-78,10,34,40,44,10,-12
-33,85,-58,9,30,36,34,30,-11
-31,80,-70,8,30,34,-36,-15,4
-26,64,-86,9,35,42,-78,-16,38
-29,8,-94,6,53,52,-97,3,32
-25,-53,-71,7,70,48,-92,-7,28
-8,-87,-41,9,78,40,-53,19,25
-3,-94,-11,11,79,35,41,25,-11
-32,-65,-70,4,71,49,96,17,-43
-36,-16,-97,1,57,53,84,-17,-56
-30,47,-108,9,42,48,72,-8,-22
-21,74,-79,11,32,38,60,21,-17
-20,89,-38,9,31,33,16,5,-9
-33,81,-62,10,31,33,-51,-17,11
-30,54,-95,8,39,46,-94,0,40
-29,-12,-111,5,54,52,-87,-15,33
-22,-52,-58,6,71,49,-88,2,36
-7,-96,-34,10,78,40,-55,2,22
0,-93,-16,10,79,39,64,25,-15
-26,-57,-70,4,69,49,89,6,-55
-44,-5,-98,3,53,52,90,-10,-59
-38,53,-93,9,39,46,84,-16,-21
-22,78,-68,12,31,35,45,21,-17
-27,84,-49,8,32,32,4,3,-6
-29,80,-69,11,31,35,-64,-14,18
-32,45,-84,7,43,48,-96,-2,37
-32,-22,-84,6,59,52,-83,-1,40
-9,-70,-59,8,73,46,-86,7,33
1,-90,-12,10,80,37,-23,13,16
-12,-78,-63,6,75,46,89,14,-41
-40,-29,-96,4,62,52,79,-36,-50
-20,20,-106,10,46,50,76,-3,-25
-21,56,-83,12,36,41,60,4,-9
-23,87,-63,12,31,33,66,26,-10
-22,90,-43,6,36,30,-26,0,5
-30,69,-85,8,34,40,-84,-10,40
-33,8,-94,6,49,51,-94,-17,45
-17,-48,-83,6,66,52,-96,7,33
-3,-87,-31,10,77,39,-64,2,33
-2,-85,-35,9,76,43,92,25,-23
-21,-33,-90,4,62,52,93,-9,-60
-12,22,-123,8,46,49,93,-7,-30
-18,66,-88,12,35,41,68,15,-18
-20,86,-55,10,31,31,44,36,-11
-25,85,-48,6,33,29,-13,-6,8
-33,73,-80,10,33,38,-97,-5,28
-33,25,-100,6,50,51,-96,-14,43
-37,-41,-86,6,66,50,-98,-7,35
-11,-85,-30,10,77,40,-54,-4,23
1,-87,-26,11,77,39,67,23,-15
-33,-41,-103,5,67,51,101,-5,-59
-19,26,-98,6,51,52,99,4,-45
-26,69,-91,12,35,40,80,0,-20
-25,85,-51,9,34,32,45,33,-6
-25,83,-39,8,34,29,-28,-27,13
-40,66,-76,9,34,39,-90,1,33
-42,18,-86,6,50,50,-97,1,41
-14,-54,-81,6,66,50,-89,-4,42
-10,-83,-37,10,76,43,-34,-11,26
-2,-86,-19,12,76,40,25,7,-11
-25,-50,-76,7,68,51,106,9,-51
-47,4,-103,7,51,51,98,-12,-41
-21,61,-86,11,37,44,83,8,-24
-34,89,-69,10,34,29,54,22,-18
-29,83,-40,8,38,27,-38,-7,13
-33,67,-91,10,35,40,-98,-13,20
-31,21,-97,7,50,51,-101,-6,30
-22,-46,-87,6,66,51,-80,-5,29
-22,-80,-43,9,77,43,-65,8,42
1,-92,-35,10,77,41,41,18,-10
-22,-52,-72,4,68,51,103,14,-56
-31,16,-105,7,51,52,93,-28,-47
-23,58,-78,12,35,41,72,17,-6
-26,82,-59,11,32,31,70,39,-12
-25,88,-37,5,36,28,-8,7,2
-22,89,-32,8,33,29,3,3,-2
-24,86,-33,6,34,29,1,-6,-16
-27,88,-35,7,35,28,2,-2,-1
-23,90,-31,7,35,28,-2,5,-3
-24,90,-32,7,35,28,1,2,0
-32,84,-44,10,35,27,-29,-27,10
-31,67,-92,10,35,40,-92,-16,28
-22,9,-105,7,49,51,-98,5,42
-15,-50,-75,7,65,52,-77,7,41
-7,-83,-52,8,74,45,-54,-3,13
0,-83,-13,10,77,40,39,5,-17
-32,-47,-73,4,66,53,99,9,-42
-40,16,-91,6,49,52,80,-11,-42
-27,59,-83,11,37,43,77,1,-23
-25,89,-53,11,31,32,61,30,-16
-22,88,-41,9,40,27,-10,9,1
-33,82,-70,11,33,32,-90,-29,28
-25,37,-91,5,47,52,-116,5,44
-19,-47,-90,5,66,51,-100,7,54
0,-86,-23,10,77,41,-64,-13,24
-6,-80,-35,10,75,42,80,8,-34
-19,-34,-73,7,62,52,110,-4,-37
-29,38,-91,10,44,48,86,11,-23
-26,82,-67,12,33,38,76,26,-24
-21,91,-42,9,37,28,33,4,-9
-27,92,-52,9,34,28,-64,-19,18
-24,52,-97,9,37,43,-89,-2,44
-26,-7,-102,7,54,52,-95,-5,41
-23,-58,-62,7,69,49,-71,7,35
-14,-87,-53,9,76,42,-47,-21,29
3,-92,-16,13,78,37,51,18,-15
-32,-53,-74,5,68,52,96,-2,-53
-33,15,-103,8,50,50,104,-31,-46
-19,66,-93,13,35,40,83,12,-20
-27,84,-42,11,34,30,71,22,-6
0,90,-37,8,38,27,-15,-45,21
-23,76,-78,10,33,36,-94,-17,22
-22,12,-109,9,49,50,-96,-3,34
-23,-40,-84,5,65,52,-77,9,33
-15,-82,-57,6,74,44,-63,-16,28
1,-91,-15,12,77,38,16,-17,2
-1,-56,-75,9,69,48,119,3,-40
-12,9,-105,12,52,50,101,-3,-30
-22,55,-91,12,37,43,74,22,-18
-26,85,-57,11,31,32,52,18,-9
-20,88,-36,7,31,30,-2,3,-2
-35,73,-72,10,31,36,-86,-26,27
-27,31,-104,9,45,48,-99,-19,33
-15,-35,-91,7,61,51,-99,19,42
-1,-80,-56,8,72,46,-54,-15,42
8,-88,-22,13,76,40,2,14,-2
-17,-70,-59,6,71,49,83,25,-48
-30,-23,-97,3,56,53,90,-11,-49
-23,34,-102,10,42,46,90,-8,-27
-27,75,-67,12,32,37,71,32,-18
-20,91,-52,9,32,31,2,20,-4
-31,86,-41,8,30,33,-4,53,-4
-44,83,-27,-3,31,38,-25,152,-23
-24,90,9,-15,30,26,0,142,-16
-12,98,28,-17,29,12,-12,37,0
-8,100,10,-18,30,2,-14,76,5
-5,94,16,-17,30,-5,6,6,-6
-8,93,24,-17,30,-5,-2,-18,4
