-25,86,-25,7,28,31,1,1,-1
-27,89,-31,7,27,31,2,-3,1
-27,90,-31,7,27,29,-1,-3,-1
-27,91,-30,7,27,30,-1,2,0
-31,92,-33,8,27,29,-13,-39,-1
-41,81,-87,7,34,39,-108,-1,60
-50,14,-67,-3,56,53,-109,5,66
-41,-68,-63,-1,74,48,-91,-4,51
-20,-88,-4,4,81,38,-8,4,5
-38,-31,-65,-1,68,50,139,14,-49
-46,34,-86,5,43,48,131,-2,-48
-38,86,-74,10,30,31,73,37,-34
-34,85,-47,9,27,27,-18,-27,12
-32,67,-108,8,36,40,-143,-4,46
-29,-18,-82,2,62,52,-136,32,52
-18,-74,-8,5,80,41,-73,1,28
-25,-67,-50,2,72,49,130,10,-56
-49,16,-75,3,49,51,119,-4,-60
-37,76,-77,10,33,37,105,1,-28
-39,85,-43,10,26,24,26,-7,-13
-37,90,-76,10,28,29,-102,-15,36
-39,27,-92,5,47,50,-149,-3,52
-30,-54,-62,5,72,48,-125,11,52
-9,-78,0,7,80,39,54,7,-7
-33,-20,-102,0,62,53,143,-14,-70
-32,49,-120,8,39,44,105,-14,-66
-22,88,-60,12,27,28,67,49,-18
-47,88,-66,12,27,27,-81,-22,30
-35,39,-100,6,43,48,-143,25,54
-29,-57,-63,2,68,48,-115,9,60
-11,-80,5,6,81,37,19,-2,4
-20,-28,-111,2,65,52,139,9,-72
-18,54,-115,7,39,44,118,-13,-55
-31,103,-50,12,29,29,70,2,-24
-35,89,-78,11,28,28,-119,-37,20
-37,41,-85,6,44,48,-128,19,64
-29,-49,-66,1,71,50,-123,13,54
-4,-85,0,8,81,38,-10,-9,9
-44,-38,-79,2,68,51,122,12,-60
-31,42,-100,6,45,49,117,-17,-55
-27,101,-73,13,31,31,93,9,-35
-18,94,-74,12,28,26,-106,-11,5
-25,43,-119,9,41,44,-136,-3,43
-32,-32,-53,4,68,50,-112,1,51
-15,-78,-17,7,79,41,-30,0,7
-38,-33,-57,3,66,51,137,9,-63
-37,67,-74,8,41,46,110,-24,-69
-37,82,-69,12,30,28,82,-2,-19
-30,100,-99,12,28,28,-137,-11,22
-31,37,-93,6,45,49,-148,21,66
-26,-59,-40,3,73,49,-121,2,54
-5,-81,-1,7,80,38,49,-2,-13
-27,4,-91,4,60,53,137,-33,-68
-30,85,-73,12,36,39,120,-13,-32
-41,74,-68,12,26,23,26,22,0
-21,78,-91,11,32,35,-125,-17,39
-26,2,-105,7,58,52,-163,22,57
-11,-71,-26,8,77,43,-70,8,28
0,-70,-42,7,75,46,129,6,-34
-29,6,-88,7,52,52,132,-1,-33
-34,83,-87,11,32,37,115,43,-24
-10,100,-19,13,28,22,55,18,-11
-17,97,-22,8,27,17,-28,5,7
-20,94,-22,10,30,24,-26,20,-20
-26,83,-88,13,34,32,-116,-28,23
-23,30,-110,8,53,50,-161,24,49
-21,-47,-40,6,74,46,-111,30,68
-10,-74,-14,4,79,43,87,39,-49
-51,5,-95,-2,56,54,134,-33,-89
-21,88,-96,11,34,39,134,35,-46
-24,92,-44,10,29,23,10,-23,3
-39,68,-91,10,35,38,-126,-27,54
-25,3,-88,6,57,52,-149,10,38
-21,-67,-62,5,75,46,-105,-9,38
-9,-88,-13,7,80,39,67,24,-14
-31,3,-100,2,62,52,145,-41,-76
-14,72,-121,14,36,40,130,17,-37
-11,89,-44,9,31,27,52,18,-14
-28,88,-94,11,33,34,-123,-29,43
-18,14,-100,6,53,53,-137,0,49
-23,-67,-41,6,71,49,-99,-9,28
-9,-78,-16,9,78,42,66,3,-16
-39,-8,-82,6,61,52,133,-19,-53
-15,65,-103,13,37,42,109,6,-39
-22,84,-65,11,32,28,64,14,-11
-16,88,-89,12,33,32,-117,-4,27
-30,25,-97,8,48,50,-122,10,50
-37,-45,-70,5,67,52,-104,18,52
-6,-92,-19,8,77,43,-67,-1,32
-3,-60,-71,5,74,47,148,12,-65
-16,35,-128,8,45,50,143,-17,-54
-31,92,-71,13,32,32,90,18,-41
-19,88,-62,8,31,28,-71,21,3
-26,68,-101,10,38,44,-138,-10,52
-39,-17,-90,8,58,53,-122,43,34
-32,-67,-53,6,73,47,-76,11,33
-1,-98,-2,11,79,37,-22,3,13
-15,-51,-59,5,71,49,136,22,-71
-18,27,-108,10,47,48,117,-33,-56
-30,88,-75,11,31,31,104,31,-24
-1,91,-54,10,31,27,-58,-7,13
-29,60,-97,10,40,44,-141,4,49
-20,-23,-79,6,62,51,-112,10,52
-16,-80,-55,10,76,43,-61,-40,36
11,-90,13,12,80,35,8,37,-18
-31,-41,-81,3,67,51,154,10,-71
-21,58,-97,10,42,47,154,14,-50
-26,80,-56,8,33,29,37,0,-12
-25,88,-97,12,34,32,-111,0,21
-28,21,-91,6,49,50,-109,1,66
-27,-44,-77,3,67,51,-85,6,44
-8,-90,-56,8,74,47,-47,-17,52
24,-94,7,12,78,37,-9,22,-5
-20,-46,-73,2,70,51,161,-1,-108
-81,31,-65,-1,48,51,98,71,-162
-42,97,-46,3,33,40,-1,69,-88
-21,84,-43,2,35,43,-6,-21,13
-25,90,-30,1,35,45,-12,27,-13
-10,91,-15,-9,34,42,35,107,-4
-14,98,18,-18,30,25,32,83,11
-24,104,15,-18,30,23,-34,-19,0
-29,109,-14,-15,31,31,-3,-4,-20
8,88,5,-14,27,24,4,56,-20
20,89,12,-13,27,23,-14,39,-1
1,112,26,-17,28,20,34,17,16
-7,85,38,-23,32,3,73,-28,46
-28,57,61,-29,44,-5,27,19,47
-27,52,69,-28,49,-10,-9,26,31
-23,49,80,-24,51,-15,-7,23,14
-32,57,73,-22,51,-17,-2,0,6
-23,57,69,-22,51,-18,-1,-9,2
-25,58,69,-23,50,-18,-2,-8,-1
-26,56,68,-23,50,-15,1,-1,0
-28,58,71,-23,50,-16,-1,7,4
-25,60,69,-22,50,-17,10,-3,-2
