-49,60,-62,3,32,44,-1,0,-1
-49,60,-62,4,32,45,1,-1,-1
-49,59,-63,3,32,44,0,0,-1
-49,60,-62,3,32,43,-1,-1,0
-50,60,-62,3,32,44,-1,-1,-2
-49,60,-62,3,32,44,1,-2,0
-49,60,-63,4,32,44,0,0,0
-50,59,-68,3,33,43,0,-5,2
-51,39,-83,2,42,51,-91,-40,58
-45,-37,-89,0,58,53,-63,19,58
-25,-74,-57,3,69,49,-46,-11,20
-8,-91,-45,5,72,46,-15,2,8
-20,-79,-51,5,71,45,17,-8,-11
-31,-53,-82,5,66,52,73,5,-26
-37,6,-103,2,49,54,80,16,-63
-55,64,-80,3,35,48,43,-21,-26
-45,78,-46,5,27,37,67,8,-39
-28,92,-19,10,24,27,32,11,-18
-31,90,-11,10,24,27,4,-3,-2
-41,82,-36,7,25,33,-58,-19,32
-54,58,-73,3,33,45,-77,-20,43
-52,5,-80,1,48,53,-89,-17,46
-35,-51,-80,4,64,51,-73,7,43
-16,-78,-47,4,73,45,-12,-2,6
-23,-80,-51,5,73,46,17,2,-12
-32,-59,-69,5,67,49,64,-16,-36
-45,-9,-89,4,55,54,84,24,-31
-38,13,-84,4,42,51,68,42,-26
-50,76,-65,3,31,43,60,-24,-36
-34,92,-21,8,24,31,64,18,-30
-29,92,-5,10,23,24,-1,0,2
-42,91,-15,9,24,27,-21,-7,17
-37,86,-15,6,24,28,3,4,2
-39,88,-12,6,24,30,2,5,-1
-38,88,-14,7,24,29,0,9,0
-35,91,-21,5,25,30,-26,124,-2
-21,94,17,-6,24,29,5,41,-18
-13,93,21,-5,23,29,-5,10,7


