47,51,-73,15,37,21,47,-18,-9
63,67,-58,16,38,17,20,21,-4
65,46,-65,14,34,8,-58,-234,54
38,91,5,3,27,9,-45,-147,19
29,90,18,1,29,15,-6,4,0
37,87,17,0,29,14,4,19,-1
33,88,12,1,28,13,0,12,0
45,79,-18,5,29,7,66,178,-21
63,73,-46,11,33,7,46,146,-24
48,78,-40,14,35,11,20,37,-8
38,80,-47,15,35,12,2,6,1
36,82,-41,14,36,12,-2,2,-1
40,80,-46,14,36,13,-3,2,-1
52,70,-70,15,38,18,-52,24,-33
54,23,-91,20,49,26,-101,-12,-71
53,-47,-74,19,63,24,-100,12,-66
22,-79,-27,15,72,15,-63,4,-52
7,-78,-21,13,74,15,89,-21,44
45,-50,-84,18,68,25,81,16,49
49,1,-94,19,56,28,73,-2,50
47,41,-86,18,43,25,46,-3,33
37,65,-68,15,39,20,38,-16,23
56,49,-93,14,39,20,-64,1,-41
54,11,-88,19,52,28,-102,-7,-65
47,-57,-76,19,64,25,-92,6,-62
12,-65,-5,15,72,19,39,-4,19
43,-62,-83,19,65,26,82,3,41
43,-8,-104,20,56,29,71,-12,40
52,31,-85,18,47,28,50,-8,33
39,58,-76,17,41,23,35,-3,19
34,73,-62,15,37,19,13,-4,13
45,63,-84,16,40,22,-68,8,-49
54,2,-99,20,52,27,-102,-14,-66
38,-56,-61,19,67,22,-80,4,-55
20,-71,-20,16,72,18,-8,0,-8
35,-67,-73,18,68,23,75,4,45
45,-20,-84,20,59,29,63,-1,42
53,24,-88,19,49,28,51,7,40
47,50,-80,17,43,23,36,1,23
37,68,-67,15,39,19,28,-13,18
42,70,-62,13,37,17,-27,14,-14
54,33,-89,18,47,25,-99,-17,-73
57,-27,-78,20,63,23,-90,-1,-72
23,-74,-30,16,71,17,-73,14,-52
25,-79,-51,17,70,20,73,-1,43
43,-38,-85,20,63,27,62,6,44
49,3,-87,20,53,28,48,2,36
44,34,-76,18,46,26,38,5,24
43,58,-79,16,41,23,28,-1,17
22,74,-49,14,38,19,33,-1,20
51,55,-90,16,41,22,-87,4,-63
55,-8,-94,20,54,27,-96,-10,-64
33,-64,-44,18,67,21,-97,10,-70
19,-82,-33,17,71,19,73,-7,42
38,-55,-84,20,64,24,64,-2,47
50,-17,-79,20,56,30,43,28,32
54,15,-84,19,49,28,43,9,22
42,40,-85,17,45,27,33,-1,17
37,59,-75,15,40,21,28,-11,23
48,73,-63,14,37,17,-13,17,2
50,42,-96,18,45,24,-102,-7,-74
50,-30,-83,20,60,26,-101,-14,-63
22,-67,-26,17,70,18,-61,13,-43
33,-67,-55,18,67,24,82,3,46
63,-20,-81,20,58,26,61,-7,42
61,13,-85,20,51,26,40,11,26
50,41,-80,18,45,26,32,14,20
41,56,-81,16,41,22,23,-1,10
38,68,-62,15,39,19,29,-17,22
53,63,-74,14,37,17,-39,1,-23
59,23,-93,19,48,27,-114,-5,-82
38,-58,-69,19,64,25,-120,6,-67
23,-73,-26,17,70,20,72,-16,46
42,-38,-85,21,60,26,81,-13,57
64,8,-95,20,50,26,55,10,41
39,44,-80,17,43,24,38,14,24
45,60,-67,16,39,20,31,-5,16
32,75,-53,14,37,16,30,-8,20
46,76,-59,14,36,16,-38,13,-24
60,34,-91,18,45,23,-100,-5,-79
50,-43,-78,20,63,25,-106,18,-78
18,-64,-17,15,71,18,-15,0,-15
40,-58,-62,18,67,24,74,12,58
58,-23,-89,20,57,29,56,-5,40
44,17,-91,19,49,29,39,8,28
44,43,-84,18,45,26,34,1,14
37,60,-76,15,41,22,28,-7,14
33,78,-59,14,37,18,23,-11,14
57,63,-64,13,37,17,-37,9,-15
60,38,-90,19,47,26,-104,-8,-77
50,-39,-77,20,62,25,-104,0,-79
26,-63,-22,17,70,19,13,-2,9
53,-48,-79,19,65,24,70,7,44
61,-7,-86,20,54,28,45,23,36
52,26,-86,18,47,27,42,15,29
44,50,-74,17,42,24,34,-2,15
43,70,-56,15,39,20,37,-9,23
49,75,-55,13,36,15,-8,6,3
53,54,-87,17,42,23,-100,7,-76
54,-19,-77,21,58,26,-103,-8,-81
22,-70,-31,16,72,20,-77,18,-57
27,-67,-65,17,69,22,94,-24,57
55,-18,-92,20,59,27,61,-14,55
61,22,-91,20,49,27,39,7,43
48,50,-78,17,44,24,34,4,20
37,70,-55,16,40,20,44,-12,24
39,74,-54,14,37,15,11,-1,9
44,67,-72,16,40,21,-70,11,-52
57,10,-93,20,54,27,-98,-2,-75
44,-57,-65,19,67,24,-91,1,-66
16,-72,-16,15,72,19,27,-7,15
45,-56,-73,19,68,25,82,-11,49
48,-3,-87,21,57,27,70,9,61
54,34,-86,18,46,27,54,0,32
35,83,-52,16,39,19,46,-19,35
35,77,-57,14,36,16,-14,-24,-4
44,75,-41,14,37,16,-13,-4,4
53,68,-74,15,36,16,-13,-11,-5
43,74,-44,17,37,13,8,-81,-7
51,67,-42,18,38,10,16,-30,30
63,81,-30,13,35,7,-16,-31,1
65,79,-23,12,35,5,-14,-38,-6
61,72,-18,13,35,5,-5,45,-5
68,63,-13,2,33,2,-72,-387,-26
8,83,49,-4,31,13,4,-64,-16
10,76,58,-3,31,13,10,13,6
17,74,67,-3,32,11,-1,-3,0
12,67,65,-3,32,11,-8,-7,-1
