-44,-18,-89,-7,53,38,-74,14,36,2791611,2,3,bicep curl
-35,-65,-71,-11,65,40,-64,34,42,2791923,2,3,bicep curl
-25,-81,-39,-13,70,40,33,-7,-1,2792235,2,3,bicep curl
-39,-47,-91,-11,62,41,69,-5,-39,2792547,2,3,bicep curl
-43,-6,-81,-7,49,37,53,-24,-37,2792859,2,3,bicep curl
-27,25,-103,-4,45,34,33,2,-11,2793171,2,3,bicep curl
-23,41,-86,-3,41,30,38,-2,-5,2793483,2,3,bicep curl
-15,59,-84,-1,38,25,35,4,-8,2793795,2,3,bicep curl
-15,62,-83,-1,37,22,-12,-1,-11,2794107,2,3,bicep curl
-20,37,-102,-2,41,29,-80,5,20,2794419,2,3,bicep curl
-27,-8,-101,-5,50,38,-93,19,14,2794731,2,3,bicep curl
-33,-66,-52,-8,63,43,-63,9,21,2795043,2,3,bicep curl
-34,-74,-43,-9,70,42,-11,6,-2,2795355,2,3,bicep curl
-29,-68,-56,-10,65,42,78,11,-14,2795667,2,3,bicep curl
-25,-29,-103,-7,54,40,78,-24,-32,2795979,2,3,bicep curl
-21,15,-106,-3,46,37,43,-7,-7,2796291,2,3,bicep curl
-22,42,-78,-2,42,33,32,-4,-3,2796603,2,3,bicep curl
-7,45,-98,-2,39,28,40,-5,-11,2796915,2,3,bicep curl
-11,73,-71,-1,36,23,28,-24,-12,2797227,2,3,bicep curl
-10,46,-100,0,39,29,-72,4,11,2797539,2,3,bicep curl
-8,2,-108,-2,48,37,-91,9,10,2797851,2,3,bicep curl
-16,-36,-96,-5,58,42,-89,33,21,2798163,2,3,bicep curl
-27,-78,-66,-8,68,44,-68,10,13,2798475,2,3,bicep curl
-1,-86,-37,-7,72,41,51,8,5,2798787,2,3,bicep curl
-28,-63,-80,-7,63,43,70,-28,-29,2799099,2,3,bicep curl
-14,-13,-89,-3,52,40,58,-4,-21,2799411,2,3,bicep curl
-4,8,-127,-1,46,36,39,-25,8,2799723,2,3,bicep curl
2,30,-97,-1,42,33,24,1,11,2800035,2,3,bicep curl
3,47,-90,-1,40,29,24,-1,-1,2800347,2,3,bicep curl
0,59,-87,-2,37,28,11,3,-12,2800659,2,3,bicep curl
0,47,-99,-1,38,27,-34,0,-8,2800971,2,3,bicep curl
4,19,-107,-1,45,35,-83,14,12,2801283,2,3,bicep curl
-9,-26,-103,-2,54,41,-70,12,-2,2801595,2,3,bicep curl
-10,-61,-77,-4,62,44,-71,5,1,2801907,2,3,bicep curl
-3,-74,-53,-4,69,43,-14,-2,-3,2802219,2,3,bicep curl
-9,-57,-80,-5,63,43,92,2,0,2802531,2,3,bicep curl
-7,-9,-104,-2,50,40,60,-24,-23,2802843,2,3,bicep curl
10,17,-110,0,45,36,60,-17,13,2803155,2,3,bicep curl
