44,40,72,59,64,1,-31,9,14,2312817,1,bicep curl
47,60,63,61,59,3,-24,6,10,2313129,1,bicep curl
45,70,51,61,54,6,-21,1,7,2313441,1,bicep curl
41,78,44,60,50,9,-18,-3,3,2313753,1,bicep curl
42,80,27,61,47,11,-23,13,4,2314065,1,bicep curl
54,91,43,61,44,15,21,-23,-5,2314377,1,bicep curl
52,69,85,59,59,0,145,-41,-48,2314689,1,bicep curl
10,-18,53,46,81,4,164,-47,-44,2315001,1,bicep curl
6,-83,39,38,88,24,-37,42,8,2315313,1,bicep curl
8,-77,52,40,87,19,-25,6,13,2315625,1,bicep curl
26,-61,70,44,85,13,-40,12,16,2315937,1,bicep curl
17,-28,74,48,78,4,-57,-4,23,2316249,1,bicep curl
41,8,93,52,69,-3,-60,3,14,2316561,1,bicep curl
46,45,82,57,61,-1,-52,19,14,2316873,1,bicep curl
42,64,60,60,55,0,-30,0,10,2317185,1,bicep curl
39,75,41,60,49,5,-34,11,4,2317497,1,bicep curl
44,86,28,60,43,10,-10,-10,2,2318017,1,bicep curl
49,90,37,60,44,8,36,-24,-6,2318329,1,bicep curl
49,58,79,58,62,-3,160,-3,-45,2318745,1,bicep curl
24,-83,17,42,87,18,106,-7,-32,2319057,1,bicep curl
30,-86,54,40,88,25,-13,17,6,2319369,1,bicep curl
20,-86,51,41,87,22,-24,-3,9,2319681,1,bicep curl
25,-70,76,43,84,17,-28,6,13,2319993,1,bicep curl
38,-50,77,47,81,11,-36,7,13,2320305,1,bicep curl
36,-20,82,49,76,4,-42,-2,12,2320617,1,bicep curl
45,-7,89,52,71,2,-28,2,9,2320929,1,bicep curl
42,19,97,55,66,-2,-39,3,11,2321241,1,bicep curl
38,45,74,56,59,-2,-45,20,7,2321553,1,bicep curl
40,66,63,60,53,0,-30,-4,2,2321865,1,bicep curl
38,75,38,61,48,6,-30,29,8,2322177,1,bicep curl
49,84,30,63,44,13,-8,3,4,2322489,1,bicep curl
44,83,26,63,44,14,7,3,2,2322801,1,bicep curl
58,79,75,62,52,6,112,-38,-45,2323113,1,bicep curl
41,1,69,52,74,4,150,-9,-59,2323425,1,bicep curl
14,-87,9,39,87,30,79,-2,-44,2323737,1,bicep curl
13,-83,49,38,88,28,-28,-15,17,2324049,1,bicep curl
22,-79,64,41,87,19,-25,-20,11,2324361,1,bicep curl
18,-66,75,43,85,13,-31,-5,7,2324673,1,bicep curl
25,-57,83,44,82,8,-24,8,7,2324985,1,bicep curl
48,-37,97,46,79,4,-37,23,7,2325297,1,bicep curl
29,-6,79,50,75,1,-50,0,17,2325609,1,bicep curl
48,30,87,55,65,-2,-58,8,16,2325921,1,bicep curl
45,51,60,57,57,-1,-51,-7,1,2326233,1,bicep curl
39,76,45,58,49,3,-40,12,13,2326545,1,bicep curl
45,79,33,60,45,8,9,-12,-3,2326961,1,bicep curl
40,80,32,59,46,7,-6,5,1,2327273,1,bicep curl
57,85,69,59,46,6,57,-38,-12,2327585,1,bicep curl
35,44,94,52,69,-3,158,-5,-46,2327897,1,bicep curl
14,-65,30,41,88,19,107,-1,-29,2328209,1,bicep curl
18,-85,35,40,88,26,-18,1,19,2328521,1,bicep curl
23,-77,53,42,86,21,-28,-7,11,2328833,1,bicep curl
25,-64,60,44,85,15,-26,3,11,2329145,1,bicep curl
35,-49,79,46,81,9,-33,-9,13,2329457,1,bicep curl
40,-15,84,50,76,3,-63,-8,17,2329769,1,bicep curl
44,26,97,54,66,-4,-62,-3,12,2330081,1,bicep curl
42,50,79,56,58,-2,-42,17,4,2330393,1,bicep curl
45,68,64,57,52,2,-28,9,5,2330705,1,bicep curl
38,75,48,58,49,4,-16,-15,0,2331017,1,bicep curl
34,75,46,57,47,3,1,0,3,2331329,1,bicep curl
36,78,44,57,47,2,-5,4,4,2331641,1,bicep curl
34,72,47,58,46,2,3,10,3,2331953,1,bicep curl
36,79,45,58,47,3,-10,-5,2,2332265,1,bicep curl
38,79,42,58,46,3,-3,6,-1,2332577,1,bicep curl
39,78,38,58,46,5,1,-4,1,2332993,1,bicep curl
26,4,78,52,72,-2,-45,-5,14,2377236,1,bicep curl
45,30,89,54,66,-3,-35,9,13,2377548,1,bicep curl
38,52,69,56,60,-2,-39,0,8,2377860,1,bicep curl
37,74,52,56,51,0,-39,-3,9,2378172,1,bicep curl
37,82,35,58,45,6,-36,15,5,2378484,1,bicep curl
35,89,24,59,40,12,-14,3,1,2378796,1,bicep curl
43,94,40,58,41,10,52,-31,-7,2379108,1,bicep curl
53,66,90,56,61,-3,142,-16,-45,2379420,1,bicep curl
30,-27,47,46,83,7,147,-33,-46,2379732,1,bicep curl
30,-72,58,42,85,20,-53,10,27,2380044,1,bicep curl
58,-43,87,48,82,10,-45,5,17,2380356,1,bicep curl
38,-22,83,51,77,4,-32,6,18,2380668,1,bicep curl
54,-5,97,54,72,1,-33,-14,14,2380980,1,bicep curl
46,23,83,56,67,-2,-32,-1,13,2381292,1,bicep curl
42,40,76,57,62,0,-34,-2,13,2381604,1,bicep curl
42,61,66,57,57,0,-34,3,13,2382020,1,bicep curl
38,75,46,58,48,5,-19,0,2,2382332,1,bicep curl
37,82,45,59,45,7,-22,-2,3,2382644,1,bicep curl
35,85,20,58,42,11,-29,10,7,2382956,1,bicep curl
41,96,43,59,40,10,55,-28,-13,2383268,1,bicep curl
