-25,-75,-59,12,80,29,-84,-9,20,1186937,2,bicep curl
-3,-93,-7,16,81,17,-61,-16,8,1187249,2,bicep curl
-13,-94,0,15,81,11,13,-6,-3,1187561,2,bicep curl
-26,-96,-25,16,81,16,66,73,9,1187873,2,bicep curl
-20,-56,-66,12,77,31,101,-4,-15,1188185,2,bicep curl
-24,-12,-104,9,67,43,94,4,-27,1188497,2,bicep curl
-33,40,-83,6,56,44,107,19,-35,1188809,2,bicep curl
-50,78,-55,6,48,38,42,46,-33,1189121,2,bicep curl
-32,84,-42,7,45,36,3,-1,0,1189433,2,bicep curl
-32,77,-64,7,47,37,-41,-18,21,1189745,2,bicep curl
-45,46,-94,7,54,43,-113,-6,33,1190057,2,bicep curl
-34,-18,-95,8,70,41,-94,13,32,1190369,2,bicep curl
-21,-73,-65,12,78,30,-79,-3,24,1190681,2,bicep curl
-11,-86,-17,16,80,21,-69,2,23,1190993,2,bicep curl
-37,-95,-5,18,80,12,-18,-44,-13,1191305,2,bicep curl
-15,-86,4,16,80,12,57,1,-11,1191617,2,bicep curl
-24,-70,-73,13,80,28,124,2,-9,1191929,2,bicep curl
-19,-10,-102,11,70,41,110,3,-11,1192241,2,bicep curl
-37,71,-88,9,53,41,140,-7,-27,1192553,2,bicep curl
-27,75,-64,9,47,36,6,13,2,1192865,2,bicep curl
-31,71,-52,7,48,38,-25,47,-19,1193177,2,bicep curl
-36,76,-36,-3,50,37,6,223,-29,1193489,2,bicep curl
-58,80,-4,-10,49,32,-5,85,-12,1193801,2,bicep curl
-66,79,2,-14,50,29,-18,36,17,1194113,2,bicep curl
-62,69,3,-17,54,28,-16,10,9,1194425,2,bicep curl
-69,72,-2,-17,54,27,-2,-3,-2,1194737,2,bicep curl
-62,74,0,-17,53,28,3,5,-4,1195049,2,bicep curl

BASELINE FILE
